CustomerID,Month,CallMinutes,DataUsageGB,SMSCount,Complaints
CUST_3,2023-09-30,588.85,16.96,49,1
CUST_3,2023-10-31,616.51,8.31,30,0
CUST_3,2023-11-30,649.85,11.89,8,0
CUST_3,2023-12-31,596.96,6.79,29,1
CUST_4,2023-01-31,570.01,3.77,32,2
CUST_4,2023-02-28,545.99,9.24,8,1
CUST_4,2023-03-31,531.46,12.46,7,0
CUST_4,2023-04-30,607.16,10.25,27,0
CUST_4,2023-05-31,541.22,5.49,12,0
CUST_4,2023-06-30,640.8,13.68,15,0
CUST_4,2023-07-31,567.99,13.13,21,2
CUST_4,2023-08-31,586.81,10.33,32,0
CUST_4,2023-09-30,647.58,10.63,31,0
CUST_4,2023-10-31,554.62,4.3,8,0
CUST_4,2023-11-30,626.92,8.42,27,1
CUST_4,2023-12-31,623.74,12.9,9,0
CUST_5,2023-01-31,504.96,8.06,47,0
CUST_5,2023-02-28,515.69,2.54,25,1
CUST_5,2023-03-31,443.22,11.58,2,0
CUST_5,2023-04-30,483.08,11.75,5,1
CUST_5,2023-05-31,559.71,14.53,1,3
CUST_5,2023-06-30,462.67,8.1,7,0
CUST_5,2023-07-31,411.76,9.43,46,0
CUST_5,2023-08-31,531.32,17.58,22,0
CUST_5,2023-09-30,550.13,5.34,31,0
CUST_5,2023-10-31,515.75,8.99,20,0
CUST_5,2023-11-30,506.48,16.09,41,2
CUST_5,2023-12-31,594.37,9.78,12,1
CUST_6,2023-01-31,483.2,9.39,37,0
CUST_6,2023-02-28,497.12,13.27,22,0
CUST_6,2023-03-31,487.77,9.62,16,0
CUST_6,2023-04-30,451.64,13.77,45,0
CUST_6,2023-05-31,411.48,18.59,3,0
CUST_6,2023-06-30,458.71,8.43,30,1
CUST_6,2023-07-31,406.95,7.85,14,1
CUST_6,2023-08-31,399.59,4.85,9,0
CUST_6,2023-09-30,464.6,7.1,19,1
CUST_6,2023-10-31,501.85,6.74,15,0
CUST_6,2023-11-30,480.48,13.32,7,1
CUST_6,2023-12-31,463.95,2.8,35,0
CUST_7,2023-01-31,379.98,11.35,3,1
CUST_7,2023-02-28,425.42,9.74,21,0
CUST_7,2023-03-31,503.48,5.65,31,1
CUST_7,2023-04-30,348.7,9.58,46,0
CUST_7,2023-05-31,445.39,10.9,40,0
CUST_7,2023-06-30,382.39,11.03,39,1
CUST_7,2023-07-31,486.69,5.85,24,0
CUST_7,2023-08-31,399.85,10.57,1,0
CUST_7,2023-09-30,319.35,9.32,6,0
CUST_7,2023-10-31,430.8,11.83,39,0
CUST_7,2023-11-30,347.91,9.57,24,1
CUST_7,2023-12-31,422.64,7.92,28,1
CUST_8,2023-01-31,507.5,14.55,16,0
CUST_8,2023-02-28,606.62,12.73,38,1
CUST_8,2023-03-31,500.41,5.47,19,1
CUST_8,2023-04-30,502.25,8.75,1,1
CUST_8,2023-05-31,478.56,13.47,32,0
CUST_8,2023-06-30,589.22,5.1,27,0
CUST_8,2023-07-31,593.78,10.53,19,1
CUST_8,2023-08-31,532.29,11.39,43,0
CUST_8,2023-09-30,506.87,12.4,49,1
CUST_8,2023-10-31,506.97,14.25,12,0
CUST_8,2023-11-30,442.09,12.66,17,0
CUST_8,2023-12-31,513.25,6.06,11,1
CUST_9,2023-01-31,613.29,8.46,30,1
CUST_9,2023-02-28,498.77,16.22,20,0
CUST_9,2023-03-31,534.24,5.24,7,0
CUST_9,2023-04-30,562.23,12.46,28,0
CUST_9,2023-05-31,574.96,15.1,12,0
CUST_9,2023-06-30,550.01,12.08,42,0
CUST_9,2023-07-31,533.21,6.0,3,0
CUST_9,2023-08-31,434.13,7.66,41,1
CUST_9,2023-09-30,562.47,9.3,29,1
CUST_9,2023-10-31,487.99,13.24,1,1
CUST_9,2023-11-30,559.1,5.99,48,0
CUST_9,2023-12-31,481.87,13.95,25,0
CUST_10,2023-01-31,635.98,2.43,40,2
CUST_10,2023-02-28,658.84,11.74,11,0
CUST_10,2023-03-31,642.29,2.71,15,1
CUST_10,2023-04-30,602.88,12.18,33,1
CUST_10,2023-05-31,614.62,12.33,10,2
CUST_10,2023-06-30,613.36,11.2,20,0
CUST_10,2023-07-31,597.05,0.0,22,1
CUST_10,2023-08-31,534.43,12.53,11,3
CUST_10,2023-09-30,657.32,8.89,3,1
CUST_10,2023-10-31,681.1,14.72,33,0
CUST_10,2023-11-30,663.41,4.81,36,1
CUST_10,2023-12-31,638.94,9.69,43,0
CUST_11,2023-01-31,495.4,5.11,18,0
CUST_11,2023-02-28,576.9,14.12,34,0
CUST_11,2023-03-31,508.16,13.6,45,1
CUST_11,2023-04-30,500.61,10.53,26,0
CUST_11,2023-05-31,493.46,11.42,11,0
CUST_11,2023-06-30,504.43,11.68,23,1
CUST_11,2023-07-31,492.39,12.21,39,0
CUST_11,2023-08-31,486.89,10.46,31,0
CUST_11,2023-09-30,560.21,4.96,22,0
CUST_11,2023-10-31,476.63,5.85,24,0
CUST_11,2023-11-30,428.8,7.25,48,0
CUST_11,2023-12-31,567.98,7.67,4,0
CUST_12,2023-01-31,486.03,5.32,6,0
CUST_12,2023-02-28,364.8,8.37,39,0
CUST_12,2023-03-31,478.1,13.39,49,1
CUST_12,2023-04-30,391.92,7.06,21,2
CUST_12,2023-05-31,448.73,11.09,43,0
CUST_12,2023-06-30,446.57,9.91,29,2
CUST_12,2023-07-31,483.76,5.97,9,0
CUST_12,2023-08-31,340.15,13.97,13,1
CUST_12,2023-09-30,456.83,12.87,33,0
CUST_12,2023-10-31,451.8,4.81,14,0
CUST_12,2023-11-30,621.05,12.01,28,1
CUST_12,2023-12-31,496.32,6.0,29,0
CUST_13,2023-01-31,604.47,11.18,6,0
CUST_13,2023-02-28,547.21,12.7,45,1
CUST_13,2023-03-31,414.54,9.24,24,1
CUST_13,2023-04-30,517.41,8.01,4,0
CUST_13,2023-05-31,532.4,8.94,47,0
CUST_13,2023-06-30,554.11,11.72,4,0
CUST_13,2023-07-31,479.62,11.22,32,1
CUST_13,2023-08-31,454.64,10.05,38,0
CUST_13,2023-09-30,436.22,7.48,44,0
CUST_13,2023-10-31,474.21,9.73,12,2
CUST_13,2023-11-30,533.42,5.6,44,1
CUST_13,2023-12-31,456.24,11.55,8,0
CUST_14,2023-01-31,564.55,6.95,0,0
CUST_14,2023-02-28,628.3,5.14,9,1
CUST_14,2023-03-31,473.42,7.68,11,0
CUST_14,2023-04-30,491.8,2.39,6,0
CUST_14,2023-05-31,578.55,13.29,24,1
CUST_14,2023-06-30,591.31,6.05,33,2
CUST_14,2023-07-31,545.18,11.18,9,1
CUST_14,2023-08-31,494.8,8.91,49,1
CUST_14,2023-09-30,572.05,8.44,21,1
CUST_14,2023-10-31,220.37,2.38,8,2
CUST_14,2023-11-30,209.69,5.36,10,2
CUST_14,2023-12-31,196.47,2.34,0,1
CUST_15,2023-01-31,521.12,10.6,18,1
CUST_15,2023-02-28,465.05,10.31,22,0
CUST_15,2023-03-31,525.55,7.76,39,0
CUST_15,2023-04-30,404.0,12.69,15,0
CUST_15,2023-05-31,537.15,12.24,26,1
CUST_15,2023-06-30,457.76,9.67,42,1
CUST_15,2023-07-31,509.65,7.64,1,0
CUST_15,2023-08-31,473.65,5.28,25,0
CUST_15,2023-09-30,408.84,8.85,49,1
CUST_15,2023-10-31,441.58,6.11,30,1
CUST_15,2023-11-30,465.2,9.99,49,0
CUST_15,2023-12-31,587.46,7.28,11,1
CUST_16,2023-01-31,394.25,12.71,46,3
CUST_16,2023-02-28,441.85,7.61,48,0
CUST_16,2023-03-31,468.56,15.15,12,0
CUST_16,2023-04-30,379.89,12.58,46,2
CUST_16,2023-05-31,512.36,7.34,27,3
CUST_16,2023-06-30,416.57,7.28,3,0
CUST_16,2023-07-31,456.28,8.13,36,0
CUST_16,2023-08-31,398.34,10.8,22,0
CUST_16,2023-09-30,303.01,9.44,13,0
CUST_16,2023-10-31,381.47,12.03,27,0
CUST_16,2023-11-30,379.8,12.73,8,1
CUST_16,2023-12-31,380.12,13.09,40,0
CUST_17,2023-01-31,544.54,6.07,26,0
CUST_17,2023-02-28,473.15,8.36,49,0
CUST_17,2023-03-31,497.92,11.07,7,1
CUST_17,2023-04-30,553.31,8.41,29,0
CUST_17,2023-05-31,541.13,10.64,4,2
CUST_17,2023-06-30,510.71,11.59,6,0
CUST_17,2023-07-31,554.25,2.48,41,0
CUST_17,2023-08-31,479.93,11.3,1,0
CUST_17,2023-09-30,496.13,10.53,0,0
CUST_17,2023-10-31,459.62,2.98,24,1
CUST_17,2023-11-30,353.64,10.17,43,1
CUST_17,2023-12-31,494.78,11.31,31,0
CUST_18,2023-01-31,506.62,13.87,34,1
CUST_18,2023-02-28,536.28,11.25,2,0
CUST_18,2023-03-31,528.4,13.26,9,0
CUST_18,2023-04-30,573.73,4.47,40,1
CUST_18,2023-05-31,411.55,8.48,28,1
CUST_18,2023-06-30,594.24,11.2,24,0
CUST_18,2023-07-31,411.82,13.43,36,0
CUST_18,2023-08-31,522.43,11.27,40,0
CUST_18,2023-09-30,461.58,12.98,29,1
CUST_18,2023-10-31,480.09,15.41,6,0
CUST_18,2023-11-30,518.16,7.66,19,0
CUST_18,2023-12-31,497.94,13.53,46,0
CUST_19,2023-01-31,497.68,8.66,20,0
CUST_19,2023-02-28,478.27,6.01,47,0
CUST_19,2023-03-31,526.08,12.06,11,1
CUST_19,2023-04-30,450.13,8.95,43,0
CUST_19,2023-05-31,524.18,5.79,28,1
CUST_19,2023-06-30,504.14,10.24,31,1
CUST_19,2023-07-31,492.39,13.01,19,0
CUST_19,2023-08-31,556.26,7.84,25,0
CUST_19,2023-09-30,474.3,3.39,19,0
CUST_19,2023-10-31,520.57,10.65,1,0
CUST_19,2023-11-30,623.22,9.22,32,0
CUST_19,2023-12-31,477.46,14.25,26,0
CUST_20,2023-01-31,341.82,10.72,25,0
CUST_20,2023-02-28,448.9,4.53,21,1
CUST_20,2023-03-31,433.71,10.26,17,0
CUST_20,2023-04-30,338.36,11.66,19,1
CUST_20,2023-05-31,448.6,4.6,16,0
CUST_20,2023-06-30,346.12,11.78,26,0
CUST_20,2023-07-31,398.99,10.39,8,1
CUST_20,2023-08-31,459.57,8.46,36,0
CUST_20,2023-09-30,448.81,16.12,34,1
CUST_20,2023-10-31,429.51,8.97,38,1
CUST_20,2023-11-30,481.78,7.23,10,0
CUST_20,2023-12-31,455.62,13.12,10,0
CUST_21,2023-01-31,566.22,12.99,39,0
CUST_21,2023-02-28,612.11,7.46,36,1
CUST_21,2023-03-31,577.5,8.73,8,1
CUST_21,2023-04-30,621.41,16.01,5,0
CUST_21,2023-05-31,575.75,13.04,44,0
CUST_21,2023-06-30,634.4,11.49,17,0
CUST_21,2023-07-31,594.85,12.44,31,0
CUST_21,2023-08-31,583.06,7.71,14,1
CUST_21,2023-09-30,598.58,10.96,39,0
CUST_21,2023-10-31,233.92,2.56,40,0
CUST_21,2023-11-30,260.25,3.77,14,0
CUST_21,2023-12-31,258.74,3.32,11,0
CUST_22,2023-01-31,505.78,14.76,35,2
CUST_22,2023-02-28,472.14,16.47,20,2
CUST_22,2023-03-31,620.07,9.53,49,0
CUST_22,2023-04-30,570.27,8.18,45,2
CUST_22,2023-05-31,537.4,9.19,25,0
CUST_22,2023-06-30,469.37,4.37,40,0
CUST_22,2023-07-31,557.27,10.98,35,1
CUST_22,2023-08-31,644.63,11.36,1,0
CUST_22,2023-09-30,590.28,6.27,36,0
CUST_22,2023-10-31,604.5,6.49,26,0
CUST_22,2023-11-30,556.15,9.35,34,1
CUST_22,2023-12-31,673.43,3.3,16,1
CUST_23,2023-01-31,509.11,16.98,42,2
CUST_23,2023-02-28,478.08,9.45,36,2
CUST_23,2023-03-31,498.41,14.23,18,0
CUST_23,2023-04-30,444.86,18.32,29,0
CUST_23,2023-05-31,543.3,11.18,34,2
CUST_23,2023-06-30,511.35,10.85,19,0
CUST_23,2023-07-31,550.41,8.88,6,0
CUST_23,2023-08-31,574.29,10.87,24,0
CUST_23,2023-09-30,573.28,8.24,30,0
CUST_23,2023-10-31,514.8,11.37,12,1
CUST_23,2023-11-30,531.97,8.44,43,0
CUST_23,2023-12-31,502.81,10.57,28,1
CUST_24,2023-01-31,387.57,8.81,43,0
CUST_24,2023-02-28,397.12,12.06,8,0
CUST_24,2023-03-31,374.27,8.98,46,0
CUST_24,2023-04-30,417.18,7.3,41,0
CUST_24,2023-05-31,404.18,7.29,25,0
CUST_24,2023-06-30,397.17,11.24,6,0
CUST_24,2023-07-31,309.48,15.39,35,0
CUST_24,2023-08-31,362.11,13.06,27,0
CUST_24,2023-09-30,406.79,12.2,25,1
CUST_24,2023-10-31,396.29,7.79,41,0
CUST_24,2023-11-30,445.47,11.29,17,0
CUST_24,2023-12-31,308.13,12.22,22,0
CUST_25,2023-01-31,496.29,9.0,43,1
CUST_25,2023-02-28,502.91,4.95,31,1
CUST_25,2023-03-31,423.47,11.84,3,0
CUST_25,2023-04-30,483.74,10.08,30,1
CUST_25,2023-05-31,480.77,9.62,19,0
CUST_25,2023-06-30,483.58,5.04,42,0
CUST_25,2023-07-31,485.59,11.21,23,1
CUST_25,2023-08-31,347.6,5.47,33,0
CUST_25,2023-09-30,500.01,11.61,15,0
CUST_25,2023-10-31,452.79,8.7,30,0
CUST_25,2023-11-30,527.53,7.74,31,0
CUST_25,2023-12-31,493.78,7.96,19,0
CUST_26,2023-01-31,452.59,3.23,29,0
CUST_26,2023-02-28,377.72,8.36,21,0
CUST_26,2023-03-31,491.36,10.24,1,1
CUST_26,2023-04-30,541.59,16.38,1,0
CUST_26,2023-05-31,440.18,9.29,20,0
CUST_26,2023-06-30,481.86,10.94,41,2
CUST_26,2023-07-31,343.76,13.89,24,0
CUST_26,2023-08-31,595.69,2.86,31,0
CUST_26,2023-09-30,486.13,12.61,0,1
CUST_26,2023-10-31,494.9,12.05,39,2
CUST_26,2023-11-30,491.06,8.5,36,0
CUST_26,2023-12-31,522.19,12.88,49,0
CUST_27,2023-01-31,408.94,6.56,37,0
CUST_27,2023-02-28,424.38,12.72,15,1
CUST_27,2023-03-31,418.92,3.04,10,0
CUST_27,2023-04-30,530.42,6.99,3,0
CUST_27,2023-05-31,432.11,9.55,24,0
CUST_27,2023-06-30,408.94,5.02,46,1
CUST_27,2023-07-31,440.6,7.76,32,0
CUST_27,2023-08-31,441.22,4.78,30,0
CUST_27,2023-09-30,405.58,10.01,11,1
CUST_27,2023-10-31,511.13,9.67,32,0
CUST_27,2023-11-30,430.51,10.58,15,0
CUST_27,2023-12-31,388.51,11.52,19,0
CUST_28,2023-01-31,519.65,6.82,5,0
CUST_28,2023-02-28,492.76,5.39,6,2
CUST_28,2023-03-31,562.0,9.86,8,3
CUST_28,2023-04-30,525.66,14.61,49,0
CUST_28,2023-05-31,589.8,6.64,2,3
CUST_28,2023-06-30,497.28,9.64,30,0
CUST_28,2023-07-31,532.59,13.99,25,2
CUST_28,2023-08-31,538.28,5.53,36,0
CUST_28,2023-09-30,483.8,8.29,41,1
CUST_28,2023-10-31,469.62,6.17,2,1
CUST_28,2023-11-30,518.0,8.83,12,1
CUST_28,2023-12-31,540.21,6.48,20,2
CUST_29,2023-01-31,417.0,8.1,47,1
CUST_29,2023-02-28,371.92,12.61,2,0
CUST_29,2023-03-31,351.74,5.45,33,1
CUST_29,2023-04-30,491.31,10.85,44,0
CUST_29,2023-05-31,461.08,13.37,29,2
CUST_29,2023-06-30,517.9,13.7,5,0
CUST_29,2023-07-31,392.75,10.78,47,0
CUST_29,2023-08-31,337.97,4.52,14,1
CUST_29,2023-09-30,427.86,8.79,14,0
CUST_29,2023-10-31,386.43,11.68,4,1
CUST_29,2023-11-30,463.42,12.98,37,2
CUST_29,2023-12-31,352.9,8.14,36,0
CUST_30,2023-01-31,531.66,5.23,12,0
CUST_30,2023-02-28,533.17,6.5,44,0
CUST_30,2023-03-31,552.79,9.8,30,0
CUST_30,2023-04-30,544.37,11.4,29,0
CUST_30,2023-05-31,560.03,10.39,49,0
CUST_30,2023-06-30,512.92,9.2,5,0
CUST_30,2023-07-31,627.4,7.04,34,1
CUST_30,2023-08-31,522.5,11.98,30,2
CUST_30,2023-09-30,618.43,4.95,47,0
CUST_30,2023-10-31,627.3,11.54,48,1
CUST_30,2023-11-30,595.81,12.94,42,1
CUST_30,2023-12-31,558.5,9.41,35,0
CUST_31,2023-01-31,624.72,10.55,44,1
CUST_31,2023-02-28,623.38,8.37,45,2
CUST_31,2023-03-31,599.04,9.82,7,0
CUST_31,2023-04-30,542.36,7.88,20,2
CUST_31,2023-05-31,577.8,11.18,38,0
CUST_31,2023-06-30,623.55,13.55,5,0
CUST_31,2023-07-31,488.36,13.25,3,1
CUST_31,2023-08-31,698.77,8.5,47,1
CUST_31,2023-09-30,534.14,10.54,27,0
CUST_31,2023-10-31,589.26,10.05,6,2
CUST_31,2023-11-30,543.65,9.32,25,1
CUST_31,2023-12-31,620.91,9.81,11,0
CUST_32,2023-01-31,411.21,9.79,41,1
CUST_32,2023-02-28,387.93,4.16,42,1
CUST_32,2023-03-31,418.84,14.72,19,0
CUST_32,2023-04-30,430.4,11.83,11,1
CUST_32,2023-05-31,394.39,11.67,47,0
CUST_32,2023-06-30,415.6,3.79,41,3
CUST_32,2023-07-31,392.28,9.27,47,0
CUST_32,2023-08-31,326.67,11.91,18,0
CUST_32,2023-09-30,411.11,12.85,44,0
CUST_32,2023-10-31,426.96,9.62,47,0
CUST_32,2023-11-30,362.87,14.4,3,1
CUST_32,2023-12-31,344.92,11.72,18,1
CUST_33,2023-01-31,738.73,13.27,24,2
CUST_33,2023-02-28,641.54,10.86,31,1
CUST_33,2023-03-31,820.71,12.57,49,0
CUST_33,2023-04-30,758.19,9.69,45,1
CUST_33,2023-05-31,709.21,12.2,34,0
CUST_33,2023-06-30,767.84,11.93,25,0
CUST_33,2023-07-31,724.01,14.18,8,0
CUST_33,2023-08-31,778.74,6.49,31,0
CUST_33,2023-09-30,733.41,11.97,11,1
CUST_33,2023-10-31,790.9,12.28,21,0
CUST_33,2023-11-30,664.48,5.97,8,0
CUST_33,2023-12-31,694.77,14.02,43,0
CUST_34,2023-01-31,703.0,14.94,2,0
CUST_34,2023-02-28,605.63,6.85,42,0
CUST_34,2023-03-31,628.41,11.89,49,2
CUST_34,2023-04-30,782.54,12.2,5,0
CUST_34,2023-05-31,806.67,10.63,17,0
CUST_34,2023-06-30,708.94,8.52,44,0
CUST_34,2023-07-31,642.74,10.4,30,1
CUST_34,2023-08-31,703.83,11.24,0,0
CUST_34,2023-09-30,699.32,6.67,35,1
CUST_34,2023-10-31,704.79,6.44,11,1
CUST_34,2023-11-30,673.58,9.4,35,0
CUST_34,2023-12-31,722.78,12.55,20,0
CUST_35,2023-01-31,397.93,8.1,48,0
CUST_35,2023-02-28,345.62,14.18,12,0
CUST_35,2023-03-31,498.73,10.97,0,0
CUST_35,2023-04-30,480.34,8.83,40,0
CUST_35,2023-05-31,507.94,12.8,40,0
CUST_35,2023-06-30,492.3,5.77,5,2
CUST_35,2023-07-31,500.0,4.72,10,0
CUST_35,2023-08-31,434.35,15.54,25,2
CUST_35,2023-09-30,495.74,11.07,29,0
CUST_35,2023-10-31,391.73,7.0,39,0
CUST_35,2023-11-30,457.7,12.11,41,1
CUST_35,2023-12-31,485.69,9.1,29,0
CUST_36,2023-01-31,453.85,8.49,25,0
CUST_36,2023-02-28,531.52,9.85,35,1
CUST_36,2023-03-31,546.5,14.41,22,0
CUST_36,2023-04-30,455.78,11.22,42,2
CUST_36,2023-05-31,480.48,11.85,48,1
CUST_36,2023-06-30,475.37,11.81,0,1
CUST_36,2023-07-31,553.08,8.18,40,1
CUST_36,2023-08-31,544.8,9.96,35,0
CUST_36,2023-09-30,490.11,10.39,18,2
CUST_36,2023-10-31,211.58,4.64,28,1
CUST_36,2023-11-30,233.64,5.67,41,0
CUST_36,2023-12-31,199.12,3.49,43,0
CUST_37,2023-01-31,625.81,7.45,21,1
CUST_37,2023-02-28,636.94,7.53,20,0
CUST_37,2023-03-31,681.57,10.62,16,0
CUST_37,2023-04-30,668.4,9.48,21,0
CUST_37,2023-05-31,639.05,10.5,20,0
CUST_37,2023-06-30,777.35,5.41,30,1
CUST_37,2023-07-31,623.44,6.3,26,0
CUST_37,2023-08-31,682.59,16.44,4,0
CUST_37,2023-09-30,715.3,13.71,47,0
CUST_37,2023-10-31,657.43,4.45,24,0
CUST_37,2023-11-30,587.16,13.68,34,1
CUST_37,2023-12-31,683.08,12.92,35,0
CUST_38,2023-01-31,539.85,9.0,13,0
CUST_38,2023-02-28,380.37,11.21,3,0
CUST_38,2023-03-31,406.29,10.53,20,1
CUST_38,2023-04-30,378.18,11.65,23,0
CUST_38,2023-05-31,455.58,10.99,22,0
CUST_38,2023-06-30,419.07,8.19,49,1
CUST_38,2023-07-31,366.61,7.79,27,0
CUST_38,2023-08-31,365.11,9.85,35,0
CUST_38,2023-09-30,430.94,8.52,19,1
CUST_38,2023-10-31,490.26,10.1,18,0
CUST_38,2023-11-30,371.65,12.15,1,0
CUST_38,2023-12-31,455.12,10.0,29,0
CUST_39,2023-01-31,341.97,10.26,9,1
CUST_39,2023-02-28,351.06,12.54,41,0
CUST_39,2023-03-31,301.48,7.39,6,1
CUST_39,2023-04-30,405.33,6.71,26,1
CUST_39,2023-05-31,303.46,10.83,25,0
CUST_39,2023-06-30,266.51,5.39,3,1
CUST_39,2023-07-31,272.6,4.3,8,1
CUST_39,2023-08-31,249.3,10.26,40,0
CUST_39,2023-09-30,331.67,15.33,44,0
CUST_39,2023-10-31,356.03,8.72,28,0
CUST_39,2023-11-30,285.13,11.83,49,0
CUST_39,2023-12-31,322.75,9.04,9,0
CUST_40,2023-01-31,455.38,10.9,48,0
CUST_40,2023-02-28,465.76,9.56,6,0
CUST_40,2023-03-31,296.07,8.7,42,1
CUST_40,2023-04-30,383.47,6.35,26,0
CUST_40,2023-05-31,364.36,5.3,32,0
CUST_40,2023-06-30,468.53,10.88,37,1
CUST_40,2023-07-31,380.86,10.85,11,0
CUST_40,2023-08-31,322.94,7.4,47,1
CUST_40,2023-09-30,507.91,11.34,8,2
CUST_40,2023-10-31,306.8,6.29,40,0
CUST_40,2023-11-30,278.65,13.56,35,0
CUST_40,2023-12-31,314.76,6.95,21,0
CUST_41,2023-01-31,576.17,8.18,23,1
CUST_41,2023-02-28,589.76,6.97,9,0
CUST_41,2023-03-31,614.71,10.46,34,0
CUST_41,2023-04-30,649.19,16.14,48,1
CUST_41,2023-05-31,580.77,10.55,15,2
CUST_41,2023-06-30,537.69,8.7,12,0
CUST_41,2023-07-31,589.5,13.96,37,1
CUST_41,2023-08-31,594.8,10.86,44,0
CUST_41,2023-09-30,633.57,13.16,15,0
CUST_41,2023-10-31,594.2,10.22,28,0
CUST_41,2023-11-30,656.38,11.57,35,1
CUST_41,2023-12-31,491.39,8.8,17,1
CUST_42,2023-01-31,437.61,8.53,9,0
CUST_42,2023-02-28,424.08,11.16,16,1
CUST_42,2023-03-31,351.93,9.48,18,0
CUST_42,2023-04-30,472.99,8.84,43,1
CUST_42,2023-05-31,328.8,7.78,30,0
CUST_42,2023-06-30,461.23,8.68,8,1
CUST_42,2023-07-31,460.43,13.79,23,1
CUST_42,2023-08-31,387.66,4.75,17,0
CUST_42,2023-09-30,357.71,11.38,25,0
CUST_42,2023-10-31,364.02,9.77,7,0
CUST_42,2023-11-30,468.15,6.78,38,0
CUST_42,2023-12-31,334.61,7.35,16,0
CUST_43,2023-01-31,351.58,7.27,30,1
CUST_43,2023-02-28,369.64,7.8,6,2
CUST_43,2023-03-31,241.76,14.88,46,0
CUST_43,2023-04-30,412.33,6.44,29,0
CUST_43,2023-05-31,386.78,17.98,26,0
CUST_43,2023-06-30,431.72,8.98,12,0
CUST_43,2023-07-31,413.99,12.52,48,0
CUST_43,2023-08-31,533.64,9.34,37,0
CUST_43,2023-09-30,429.12,14.16,17,0
CUST_43,2023-10-31,395.0,14.62,14,0
CUST_43,2023-11-30,374.6,9.13,47,2
CUST_43,2023-12-31,404.36,10.14,11,3
CUST_44,2023-01-31,395.52,4.92,37,1
CUST_44,2023-02-28,296.66,13.74,34,0
CUST_44,2023-03-31,351.98,9.9,32,0
CUST_44,2023-04-30,413.97,15.68,41,0
CUST_44,2023-05-31,388.84,14.67,30,0
CUST_44,2023-06-30,459.71,14.04,11,0
CUST_44,2023-07-31,310.03,11.09,11,0
CUST_44,2023-08-31,349.36,9.25,41,0
CUST_44,2023-09-30,335.87,1.5,28,1
CUST_44,2023-10-31,342.01,9.11,28,3
CUST_44,2023-11-30,315.09,10.0,11,1
CUST_44,2023-12-31,302.4,7.72,14,2
CUST_45,2023-01-31,535.46,11.59,24,1
CUST_45,2023-02-28,431.93,5.74,35,1
CUST_45,2023-03-31,438.03,12.16,4,1
CUST_45,2023-04-30,471.05,9.51,25,0
CUST_45,2023-05-31,430.18,13.41,45,0
CUST_45,2023-06-30,510.45,6.57,17,0
CUST_45,2023-07-31,524.2,9.63,0,0
CUST_45,2023-08-31,490.11,12.78,42,0
CUST_45,2023-09-30,487.57,13.31,15,0
CUST_45,2023-10-31,470.44,9.38,14,0
CUST_45,2023-11-30,559.25,8.77,3,0
CUST_45,2023-12-31,555.54,8.01,47,0
CUST_46,2023-01-31,454.99,10.67,5,0
CUST_46,2023-02-28,432.4,9.78,32,0
CUST_46,2023-03-31,446.28,7.24,10,1
CUST_46,2023-04-30,450.36,10.19,43,0
CUST_46,2023-05-31,499.28,14.6,4,0
