CustomerID,Churn
CUST_132,0
CUST_133,1
CUST_134,0
CUST_135,0
CUST_136,0
CUST_137,0
CUST_138,0
CUST_139,0
CUST_140,0
CUST_141,1
CUST_142,0
CUST_143,0
CUST_144,0
CUST_145,0
CUST_146,0
CUST_147,0
CUST_148,0
CUST_149,1
CUST_150,0
CUST_151,0
CUST_152,0
CUST_153,0
CUST_154,0
CUST_155,0
CUST_156,0
CUST_157,0
CUST_158,0
CUST_159,0
CUST_160,0
CUST_161,0
CUST_162,0
CUST_163,0
CUST_164,0
CUST_165,0
CUST_166,0
CUST_167,0
CUST_168,0
CUST_169,0
CUST_170,0
CUST_171,0
CUST_172,0
CUST_173,0
CUST_174,0
CUST_175,0
CUST_176,0
CUST_177,0
CUST_178,0
CUST_179,0
CUST_180,0
CUST_181,0
CUST_182,1
CUST_183,0
CUST_184,0
CUST_185,0
CUST_186,1
CUST_187,0
CUST_188,0
CUST_189,0
CUST_190,0
CUST_191,0
CUST_192,0
CUST_193,0
CUST_194,0
CUST_195,0
CUST_196,0
CUST_197,0
CUST_198,0
CUST_199,0
CUST_200,0
CUST_201,0
CUST_202,0
CUST_203,0
CUST_204,0
CUST_205,0
CUST_206,0
CUST_207,0
CUST_208,0
CUST_209,0
CUST_210,0
CUST_211,0
CUST_212,0
CUST_213,0
CUST_214,0
CUST_215,0
CUST_216,0
CUST_217,0
CUST_218,0
CUST_219,1
CUST_220,0
CUST_221,1
CUST_222,0
CUST_223,0
CUST_224,0
CUST_225,0
CUST_226,0
CUST_227,0
CUST_228,0
CUST_229,0
CUST_230,0
CUST_231,0
CUST_232,0
CUST_233,0
CUST_234,0
CUST_235,0
CUST_236,0
CUST_237,0
CUST_238,1
CUST_239,0
CUST_240,0
CUST_241,0
CUST_242,0
CUST_243,0
CUST_244,0
CUST_245,0
CUST_246,0
CUST_247,0
CUST_248,0
CUST_249,0
CUST_250,0
CUST_251,0
CUST_252,0
CUST_253,0
CUST_254,0
CUST_255,0
CUST_256,0
CUST_257,0
CUST_258,0
CUST_259,0
CUST_260,0
CUST_261,0
CUST_262,1
CUST_263,0
CUST_264,0
CUST_265,0
CUST_266,0
CUST_267,0
CUST_268,0
CUST_269,0
CUST_270,0
CUST_271,0
CUST_272,0
CUST_273,0
CUST_274,0
CUST_275,0
CUST_276,0
CUST_277,0
CUST_278,0
CUST_279,0
CUST_280,0
CUST_281,0
CUST_282,0
CUST_283,0
CUST_284,0
CUST_285,0
CUST_286,0
CUST_287,0
CUST_288,0
CUST_289,1
CUST_290,0
CUST_291,0
CUST_292,0
CUST_293,0
CUST_294,0
CUST_295,0
CUST_296,0
CUST_297,0
CUST_298,0
CUST_299,0
CUST_300,0
CUST_301,0
CUST_302,0
CUST_303,0
CUST_304,0
CUST_305,0
CUST_306,0
CUST_307,0
CUST_308,0
CUST_309,0
CUST_310,0
CUST_311,0
CUST_312,1
CUST_313,0
CUST_314,0
CUST_315,0
CUST_316,0
CUST_317,0
CUST_318,0
CUST_319,0
CUST_320,0
CUST_321,0
CUST_322,0
CUST_323,0
CUST_324,0
CUST_325,0
CUST_326,0
CUST_327,0
CUST_328,0
CUST_329,0
CUST_330,0
CUST_331,0
CUST_332,0
CUST_333,0
CUST_334,0
CUST_335,0
CUST_336,0
CUST_337,0
CUST_338,0
CUST_339,0
CUST_340,0
CUST_341,0
CUST_342,0
CUST_343,0
CUST_344,0
CUST_345,0
CUST_346,0
CUST_347,0
CUST_348,1
CUST_349,0
CUST_350,0
CUST_351,0
CUST_352,0
CUST_353,0
CUST_354,0
CUST_355,0
CUST_356,0
CUST_357,0
CUST_358,0
CUST_359,0
CUST_360,0
CUST_361,0
CUST_362,0
CUST_363,0
CUST_364,0
CUST_365,0
CUST_366,0
CUST_367,0
CUST_368,0
CUST_369,0
CUST_370,1
CUST_371,0
CUST_372,0
CUST_373,0
CUST_374,0
CUST_375,0
CUST_376,0
CUST_377,0
CUST_378,0
CUST_379,0
CUST_380,1
CUST_381,0
CUST_382,1
CUST_383,0
CUST_384,0
CUST_385,0
CUST_386,0
CUST_387,0
CUST_388,0
CUST_389,0
CUST_390,0
CUST_391,0
CUST_392,0
CUST_393,1
CUST_394,0
CUST_395,0
CUST_396,0
CUST_397,1
CUST_398,0
CUST_399,0
CUST_400,0
CUST_401,0
CUST_402,1
CUST_403,0
CUST_404,0
CUST_405,0
CUST_406,0
CUST_407,0
CUST_408,0
CUST_409,0
CUST_410,0
CUST_411,0
CUST_412,0
CUST_413,1
CUST_414,0
CUST_415,0
CUST_416,0
CUST_417,0
CUST_418,0
CUST_419,0
CUST_420,0
CUST_421,0
CUST_422,0
CUST_423,0
CUST_424,0
CUST_425,0
CUST_426,0
CUST_427,0
CUST_428,0
CUST_429,0
CUST_430,0
CUST_431,1
CUST_432,0
CUST_433,0
CUST_434,0
CUST_435,0
CUST_436,0
CUST_437,0
CUST_438,0
CUST_439,0
CUST_440,0
CUST_441,0
CUST_442,0
CUST_443,0
CUST_444,0
CUST_445,0
CUST_446,0
CUST_447,0
CUST_448,0
CUST_449,0
CUST_450,0
CUST_451,0
CUST_452,0
CUST_453,0
CUST_454,0
CUST_455,0
CUST_456,0
CUST_457,1
CUST_458,0
CUST_459,0
CUST_460,0
CUST_461,0
CUST_462,0
CUST_463,0
CUST_464,0
CUST_465,0
CUST_466,1
CUST_467,0
CUST_468,0
CUST_469,0
CUST_470,0
CUST_471,0
CUST_472,0
CUST_473,0
CUST_474,0
CUST_475,0
CUST_476,0
CUST_477,0
CUST_478,0
CUST_479,0
CUST_480,0
CUST_481,0
CUST_482,0
CUST_483,0
CUST_484,0
CUST_485,0
CUST_486,0
CUST_487,1
CUST_488,0
CUST_489,0
CUST_490,0
CUST_491,0
CUST_492,0
CUST_493,0
CUST_494,0
CUST_495,1
CUST_496,0
CUST_497,0
CUST_498,0
CUST_499,0
CUST_500,0
CUST_501,0
CUST_502,0
CUST_503,0
CUST_504,0
CUST_505,0
CUST_506,0
CUST_507,0
CUST_508,0
CUST_509,0
CUST_510,0
CUST_511,0
CUST_512,0
CUST_513,1
CUST_514,0
CUST_515,0
CUST_516,0
CUST_517,0
CUST_518,0
CUST_519,0
CUST_520,0
CUST_521,0
CUST_522,0
CUST_523,0
CUST_524,0
CUST_525,1
CUST_526,0
CUST_527,0
CUST_528,0
CUST_529,0
CUST_530,0
CUST_531,0
CUST_532,0
CUST_533,0
CUST_534,0
CUST_535,0
CUST_536,0
CUST_537,0
CUST_538,0
CUST_539,1
CUST_540,0
CUST_541,0
CUST_542,0
CUST_543,1
CUST_544,0
CUST_545,0
CUST_546,0
CUST_547,0
CUST_548,0
CUST_549,0
CUST_550,0
CUST_551,0
CUST_552,0
CUST_553,0
CUST_554,0
CUST_555,0
CUST_556,0
CUST_557,0
CUST_558,0
CUST_559,0
CUST_560,0
CUST_561,1
CUST_562,0
CUST_563,0
CUST_564,0
CUST_565,0
CUST_566,0
CUST_567,0
CUST_568,1
CUST_569,0
CUST_570,1
CUST_571,0
CUST_572,0
CUST_573,0
CUST_574,0
CUST_575,0
CUST_576,0
CUST_577,0
CUST_578,0
CUST_579,0
CUST_580,0
CUST_581,0
CUST_582,0
CUST_583,0
CUST_584,0
CUST_585,0
CUST_586,1
CUST_587,0
CUST_588,0
CUST_589,0
CUST_590,0
CUST_591,0
CUST_592,0
CUST_593,0
CUST_594,0
CUST_595,0
CUST_596,0
CUST_597,0
CUST_598,0
CUST_599,0
CUST_600,0
CUST_601,0
CUST_602,0
CUST_603,0
CUST_604,0
CUST_605,0
CUST_606,0
CUST_607,0
CUST_608,1
CUST_609,0
CUST_610,0
CUST_611,0
CUST_612,0
CUST_613,0
CUST_614,0
CUST_615,1
CUST_616,0
CUST_617,0
CUST_618,0
CUST_619,0
CUST_620,0
CUST_621,0
CUST_622,0
CUST_623,0
CUST_624,0
CUST_625,0
CUST_626,0
CUST_627,0
CUST_628,0
CUST_629,0
CUST_630,0
CUST_631,0
CUST_632,0
CUST_633,0
CUST_634,0
CUST_635,0
CUST_636,0
CUST_637,0
CUST_638,0
CUST_639,0
CUST_640,0
CUST_641,0
CUST_642,0
CUST_643,0
CUST_644,0
CUST_645,0
CUST_646,0
CUST_647,0
CUST_648,0
CUST_649,0
CUST_650,0
CUST_651,0
CUST_652,0
CUST_653,0
CUST_654,0
CUST_655,0
CUST_656,0
CUST_657,0
CUST_658,0
CUST_659,0
CUST_660,0
CUST_661,0
CUST_662,1
CUST_663,0
CUST_664,0
CUST_665,0
CUST_666,0
CUST_667,0
CUST_668,0
CUST_669,1
CUST_670,0
CUST_671,0
CUST_672,0
CUST_673,0
CUST_674,0
CUST_675,0
CUST_676,0
CUST_677,0
CUST_678,0
CUST_679,0
CUST_680,0
CUST_681,0
CUST_682,0
CUST_683,0
CUST_684,0
CUST_685,0
CUST_686,0
CUST_687,0
CUST_688,0
CUST_689,0
CUST_690,1
CUST_691,0
CUST_692,0
CUST_693,0
CUST_694,1
CUST_695,0
CUST_696,0
CUST_697,0
CUST_698,0
CUST_699,0
CUST_700,0
CUST_701,0
CUST_702,0
CUST_703,0
CUST_704,0
CUST_705,0
CUST_706,0
CUST_707,0
CUST_708,0
CUST_709,0
CUST_710,0
CUST_711,0
CUST_712,0
CUST_713,0
CUST_714,0
CUST_715,0
CUST_716,1
CUST_717,0
CUST_718,0
CUST_719,0
CUST_720,0
CUST_721,0
CUST_722,0
CUST_723,0
CUST_724,0
CUST_725,0
CUST_726,0
CUST_727,0
CUST_728,0
CUST_729,0
CUST_730,1
CUST_731,0
CUST_732,1
CUST_733,0
CUST_734,0
CUST_735,0
CUST_736,0
CUST_737,0
CUST_738,0
CUST_739,0
CUST_740,0
CUST_741,0
CUST_742,0
CUST_743,0
CUST_744,0
CUST_745,0
CUST_746,0
CUST_747,0
CUST_748,0
CUST_749,0
CUST_750,0
CUST_751,0
CUST_752,0
CUST_753,0
CUST_754,0
CUST_755,0
CUST_756,0
CUST_757,0
CUST_758,0
CUST_759,0
CUST_760,1
CUST_761,0
CUST_762,1
CUST_763,0
CUST_764,0
CUST_765,0
CUST_766,1
CUST_767,0
CUST_768,0
CUST_769,0
CUST_770,0
CUST_771,0
CUST_772,0
CUST_773,0
CUST_774,0
CUST_775,0
CUST_776,0
CUST_777,0
CUST_778,0
CUST_779,0
CUST_780,0
CUST_781,0
CUST_782,0
CUST_783,0
CUST_784,0
CUST_785,1
CUST_786,0
CUST_787,0
CUST_788,0
CUST_789,0
CUST_790,0
CUST_791,0
CUST_792,0
CUST_793,0
CUST_794,0
CUST_795,0
CUST_796,0
CUST_797,0
CUST_798,0
CUST_799,0
CUST_800,0
CUST_801,0
CUST_802,0
CUST_803,0
CUST_804,0
CUST_805,0
CUST_806,0
CUST_807,0
CUST_808,0
CUST_809,0
CUST_810,1
CUST_811,0
CUST_812,0
CUST_813,0
CUST_814,0
CUST_815,0
CUST_816,0
CUST_817,0
CUST_818,0
CUST_819,0
CUST_820,0
CUST_821,0
CUST_822,0
CUST_823,0
CUST_824,0
CUST_825,0
CUST_826,0
CUST_827,0
CUST_828,0
CUST_829,0
CUST_830,0
CUST_831,0
CUST_832,0
CUST_833,0
CUST_834,0
CUST_835,0
CUST_836,0
CUST_837,0
CUST_838,0
CUST_839,0
CUST_840,0
CUST_841,0
CUST_842,0
CUST_843,0
CUST_844,0
CUST_845,1
CUST_846,0
CUST_847,0
CUST_848,0
CUST_849,1
CUST_850,0
CUST_851,0
CUST_852,1
CUST_853,0
CUST_854,0
CUST_855,0
CUST_856,0
CUST_857,0
CUST_858,0
CUST_859,0
CUST_860,0
CUST_861,0
CUST_862,0
CUST_863,0
CUST_864,0
CUST_865,0
CUST_866,0
CUST_867,0
CUST_868,0
CUST_869,0
CUST_870,0
CUST_871,1
CUST_872,0
CUST_873,1
CUST_874,0
CUST_875,0
CUST_876,0
CUST_877,0
CUST_878,0
CUST_879,0
CUST_880,0
CUST_881,0
CUST_882,0
CUST_883,0
CUST_884,0
CUST_885,0
CUST_886,0
CUST_887,0
CUST_888,0
CUST_889,0
CUST_890,0
CUST_891,0
CUST_892,0
CUST_893,0
CUST_894,0
CUST_895,0
CUST_896,0
CUST_897,0
CUST_898,0
CUST_899,0
CUST_900,0
CUST_901,0
CUST_902,0
CUST_903,1
CUST_904,0
CUST_905,0
CUST_906,0
CUST_907,0
CUST_908,0
CUST_909,0
CUST_910,0
CUST_911,0
CUST_912,0
CUST_913,1
CUST_914,0
CUST_915,0
CUST_916,0
CUST_917,0
CUST_918,0
CUST_919,0
CUST_920,0
CUST_921,0
CUST_922,0
CUST_923,0
CUST_924,0
CUST_925,0
CUST_926,0
CUST_927,0
CUST_928,1
CUST_929,0
CUST_930,0
CUST_931,0
CUST_932,0
CUST_933,0
CUST_934,0
CUST_935,0
CUST_936,1
CUST_937,0
CUST_938,1
CUST_939,0
CUST_940,0
CUST_941,0
CUST_942,0
CUST_943,0
CUST_944,0
CUST_945,0
CUST_946,0
CUST_947,0
CUST_948,0
CUST_949,0
CUST_950,0
CUST_951,0
CUST_952,0
CUST_953,0
CUST_954,0
CUST_955,0
CUST_956,0
CUST_957,0
CUST_958,0
CUST_959,0
CUST_960,0
CUST_961,1
CUST_962,0
CUST_963,0
CUST_964,0
CUST_965,0
CUST_966,0
CUST_967,0
CUST_968,0
CUST_969,0
CUST_970,0
CUST_971,1
CUST_972,0
CUST_973,0
CUST_974,1
CUST_975,0
CUST_976,0
CUST_977,1
CUST_978,0
CUST_979,0
CUST_980,0
CUST_981,0
CUST_982,0
CUST_983,0
CUST_984,0
CUST_985,0
CUST_986,0
CUST_987,0
CUST_988,0
CUST_989,0
CUST_990,0
CUST_991,0
CUST_992,0
CUST_993,0
CUST_994,0
CUST_995,0
CUST_996,0
CUST_997,0
CUST_998,0
CUST_999,0
CUST_1000,0
CUST_1001,0
CUST_1002,0
CUST_1003,0
CUST_1004,0
CUST_1005,0
CUST_1006,0
CUST_1007,0
CUST_1008,0
CUST_1009,0
CUST_1010,0
CUST_1011,0
CUST_1012,0
CUST_1013,0
CUST_1014,1
CUST_1015,0
CUST_1016,0
CUST_1017,0
CUST_1018,0
CUST_1019,0
CUST_1020,0
CUST_1021,0
CUST_1022,0
CUST_1023,0
CUST_1024,0
CUST_1025,0
CUST_1026,0
CUST_1027,0
CUST_1028,0
CUST_1029,0
CUST_1030,0
CUST_1031,0
CUST_1032,0
CUST_1033,0
CUST_1034,0
CUST_1035,0
CUST_1036,1
CUST_1037,0
CUST_1038,0
CUST_1039,0
CUST_1040,0
CUST_1041,0
CUST_1042,0
CUST_1043,0
CUST_1044,0
CUST_1045,0
CUST_1046,1
CUST_1047,0
CUST_1048,0
CUST_1049,0
CUST_1050,0
CUST_1051,1
CUST_1052,0
CUST_1053,0
CUST_1054,0
CUST_1055,0
CUST_1056,0
CUST_1057,0
CUST_1058,0
CUST_1059,0
CUST_1060,0
CUST_1061,0
CUST_1062,0
CUST_1063,0
CUST_1064,0
CUST_1065,0
CUST_1066,0
CUST_1067,0
CUST_1068,1
CUST_1069,0
CUST_1070,0
CUST_1071,0
CUST_1072,0
CUST_1073,0
CUST_1074,0
CUST_1075,0
CUST_1076,0
CUST_1077,0
CUST_1078,0
CUST_1079,0
CUST_1080,0
CUST_1081,0
CUST_1082,0
CUST_1083,0
CUST_1084,1
CUST_1085,0
CUST_1086,0
CUST_1087,0
CUST_1088,0
CUST_1089,0
CUST_1090,0
CUST_1091,0
CUST_1092,0
CUST_1093,0
CUST_1094,0
CUST_1095,0
CUST_1096,0
CUST_1097,0
CUST_1098,0
CUST_1099,0
CUST_1100,0
CUST_1101,0
CUST_1102,1
CUST_1103,1
CUST_1104,0
CUST_1105,0
CUST_1106,0
CUST_1107,0
CUST_1108,0
CUST_1109,0
CUST_1110,0
CUST_1111,1
CUST_1112,0
CUST_1113,0
CUST_1114,0
CUST_1115,0
CUST_1116,0
CUST_1117,0
CUST_1118,0
CUST_1119,0
CUST_1120,0
CUST_1121,0
CUST_1122,0
CUST_1123,0
CUST_1124,0
CUST_1125,0
CUST_1126,0
CUST_1127,0
CUST_1128,0
CUST_1129,0
CUST_1130,0
CUST_1131,0
CUST_1132,0
CUST_1133,0
CUST_1134,0
CUST_1135,0
CUST_1136,0
CUST_1137,0
CUST_1138,0
CUST_1139,0
CUST_1140,0
CUST_1141,0
CUST_1142,0
CUST_1143,0
CUST_1144,0
CUST_1145,0
CUST_1146,0
CUST_1147,0
CUST_1148,0
CUST_1149,0
CUST_1150,0
CUST_1151,0
CUST_1152,0
CUST_1153,0
CUST_1154,0
CUST_1155,0
CUST_1156,0
CUST_1157,0
CUST_1158,0
CUST_1159,0
CUST_1160,0
CUST_1161,0
CUST_1162,0
CUST_1163,1
CUST_1164,0
CUST_1165,0
CUST_1166,0
CUST_1167,0
CUST_1168,0
CUST_1169,0
CUST_1170,0
CUST_1171,0
CUST_1172,0
CUST_1173,1
CUST_1174,0
CUST_1175,0
CUST_1176,0
CUST_1177,0
CUST_1178,0
CUST_1179,0
CUST_1180,0
CUST_1181,0
CUST_1182,0
CUST_1183,1
CUST_1184,0
CUST_1185,0
CUST_1186,0
CUST_1187,0
CUST_1188,0
CUST_1189,0
CUST_1190,0
CUST_1191,0
CUST_1192,0
CUST_1193,0
CUST_1194,0
CUST_1195,0
CUST_1196,0
CUST_1197,0
CUST_1198,0
CUST_1199,0
CUST_1200,0
CUST_1201,0
CUST_1202,0
CUST_1203,1
CUST_1204,0
CUST_1205,0
CUST_1206,1
CUST_1207,0
CUST_1208,0
CUST_1209,1
CUST_1210,0
CUST_1211,0
CUST_1212,0
CUST_1213,0
CUST_1214,0
CUST_1215,0
CUST_1216,1
CUST_1217,0
CUST_1218,0
CUST_1219,0
CUST_1220,0
CUST_1221,0
CUST_1222,0
CUST_1223,0
CUST_1224,1
CUST_1225,0
CUST_1226,0
CUST_1227,0
CUST_1228,0
CUST_1229,0
CUST_1230,0
CUST_1231,0
CUST_1232,0
CUST_1233,0
CUST_1234,0
CUST_1235,1
CUST_1236,0
CUST_1237,0
CUST_1238,0
CUST_1239,0
CUST_1240,1
CUST_1241,0
CUST_1242,0
CUST_1243,0
CUST_1244,0
CUST_1245,0
CUST_1246,0
CUST_1247,0
CUST_1248,0
CUST_1249,0
CUST_1250,0
CUST_1251,0
CUST_1252,0
CUST_1253,0
CUST_1254,0
CUST_1255,0
CUST_1256,0
CUST_1257,0
CUST_1258,0
CUST_1259,0
CUST_1260,0
CUST_1261,0
CUST_1262,0
CUST_1263,1
CUST_1264,0
CUST_1265,0
CUST_1266,0
CUST_1267,0
CUST_1268,1
CUST_1269,0
CUST_1270,0
CUST_1271,0
CUST_1272,0
CUST_1273,0
CUST_1274,0
CUST_1275,1
CUST_1276,0
CUST_1277,0
CUST_1278,0
CUST_1279,0
CUST_1280,0
CUST_1281,0
CUST_1282,0
CUST_1283,0
CUST_1284,0
CUST_1285,0
CUST_1286,0
CUST_1287,0
CUST_1288,0
CUST_1289,0
CUST_1290,1
CUST_1291,0
CUST_1292,0
CUST_1293,0
CUST_1294,1
CUST_1295,0
CUST_1296,0
CUST_1297,0
CUST_1298,0
CUST_1299,0
CUST_1300,0
CUST_1301,0
CUST_1302,0
CUST_1303,0
CUST_1304,0
CUST_1305,1
CUST_1306,0
CUST_1307,0
CUST_1308,0
CUST_1309,0
CUST_1310,0
CUST_1311,0
CUST_1312,0
CUST_1313,1
CUST_1314,0
CUST_1315,0
CUST_1316,0
CUST_1317,0
CUST_1318,1
CUST_1319,0
CUST_1320,0
CUST_1321,0
CUST_1322,0
CUST_1323,0
CUST_1324,0
CUST_1325,0
CUST_1326,0
CUST_1327,0
CUST_1328,0
CUST_1329,0
CUST_1330,1
CUST_1331,0
CUST_1332,1
CUST_1333,0
CUST_1334,0
CUST_1335,0
CUST_1336,0
CUST_1337,0
CUST_1338,0
CUST_1339,1
CUST_1340,0
CUST_1341,0
CUST_1342,0
CUST_1343,0
CUST_1344,0
CUST_1345,0
CUST_1346,0
CUST_1347,0
CUST_1348,1
CUST_1349,0
CUST_1350,0
CUST_1351,0
CUST_1352,0
CUST_1353,0
CUST_1354,1
CUST_1355,0
CUST_1356,0
CUST_1357,0
CUST_1358,0
CUST_1359,0
CUST_1360,0
CUST_1361,0
CUST_1362,1
CUST_1363,1
CUST_1364,0
CUST_1365,1
CUST_1366,0
CUST_1367,0
CUST_1368,0
CUST_1369,0
CUST_1370,0
CUST_1371,0
CUST_1372,0
CUST_1373,0
CUST_1374,0
CUST_1375,0
CUST_1376,0
CUST_1377,0
CUST_1378,0
CUST_1379,0
CUST_1380,0
CUST_1381,0
CUST_1382,1
CUST_1383,1
CUST_1384,1
CUST_1385,0
CUST_1386,0
CUST_1387,0
CUST_1388,0
CUST_1389,0
CUST_1390,0
CUST_1391,0
CUST_1392,0
CUST_1393,0
CUST_1394,0
CUST_1395,0
CUST_1396,0
CUST_1397,0
CUST_1398,0
CUST_1399,0
CUST_1400,0
CUST_1401,0
CUST_1402,0
CUST_1403,0
CUST_1404,0
CUST_1405,0
CUST_1406,0
CUST_1407,0
CUST_1408,0
CUST_1409,0
CUST_1410,0
CUST_1411,0
CUST_1412,1
CUST_1413,0
CUST_1414,0
CUST_1415,0
CUST_1416,0
CUST_1417,0
CUST_1418,0
CUST_1419,0
CUST_1420,0
CUST_1421,0
CUST_1422,0
CUST_1423,0
CUST_1424,0
CUST_1425,0
CUST_1426,0
CUST_1427,0
CUST_1428,0
CUST_1429,0
CUST_1430,0
CUST_1431,0
CUST_1432,0
CUST_1433,0
CUST_1434,0
CUST_1435,0
CUST_1436,0
CUST_1437,0
CUST_1438,0
CUST_1439,0
CUST_1440,0
CUST_1441,0
CUST_1442,0
CUST_1443,0
CUST_1444,0
CUST_1445,0
CUST_1446,0
CUST_1447,0
CUST_1448,0
CUST_1449,0
CUST_1450,0
CUST_1451,1
CUST_1452,1
CUST_1453,0
CUST_1454,0
CUST_1455,1
CUST_1456,0
CUST_1457,0
CUST_1458,0
CUST_1459,1
CUST_1460,0
CUST_1461,0
CUST_1462,0
CUST_1463,0
CUST_1464,0
CUST_1465,0
CUST_1466,0
CUST_1467,0
CUST_1468,0
CUST_1469,0
CUST_1470,0
CUST_1471,0
CUST_1472,1
CUST_1473,0
CUST_1474,0
CUST_1475,0
CUST_1476,0
CUST_1477,0
CUST_1478,0
CUST_1479,0
CUST_1480,0
CUST_1481,0
CUST_1482,0
CUST_1483,0
CUST_1484,0
CUST_1485,0
CUST_1486,0
CUST_1487,0
CUST_1488,0
CUST_1489,0
CUST_1490,0
CUST_1491,0
CUST_1492,0
CUST_1493,0
CUST_1494,0
CUST_1495,0
CUST_1496,0
CUST_1497,0
CUST_1498,0
CUST_1499,0
CUST_1500,0
CUST_1501,0
CUST_1502,0
CUST_1503,0
CUST_1504,1
CUST_1505,1
CUST_1506,0
CUST_1507,0
CUST_1508,0
CUST_1509,0
CUST_1510,0
CUST_1511,0
CUST_1512,0
CUST_1513,0
CUST_1514,0
CUST_1515,0
CUST_1516,0
CUST_1517,0
CUST_1518,0
CUST_1519,0
CUST_1520,0
CUST_1521,0
CUST_1522,0
CUST_1523,0
CUST_1524,1
CUST_1525,0
CUST_1526,0
CUST_1527,0
CUST_1528,0
CUST_1529,1
CUST_1530,1
CUST_1531,0
CUST_1532,0
CUST_1533,1
CUST_1534,0
CUST_1535,0
CUST_1536,0
CUST_1537,0
CUST_1538,1
CUST_1539,0
CUST_1540,0
CUST_1541,0
CUST_1542,0
CUST_1543,0
CUST_1544,0
CUST_1545,0
CUST_1546,0
CUST_1547,0
CUST_1548,0
CUST_1549,0
CUST_1550,0
CUST_1551,0
CUST_1552,0
CUST_1553,0
CUST_1554,0
CUST_1555,0
CUST_1556,0
CUST_1557,1
CUST_1558,0
CUST_1559,0
CUST_1560,1
CUST_1561,0
CUST_1562,0
CUST_1563,0
CUST_1564,0
CUST_1565,0
CUST_1566,0
CUST_1567,0
CUST_1568,0
CUST_1569,0
CUST_1570,0
CUST_1571,0
CUST_1572,0
CUST_1573,0
CUST_1574,0
CUST_1575,0
CUST_1576,0
CUST_1577,0
CUST_1578,0
CUST_1579,0
CUST_1580,0
CUST_1581,0
CUST_1582,0
CUST_1583,0
CUST_1584,1
CUST_1585,0
CUST_1586,1
CUST_1587,1
CUST_1588,0
CUST_1589,0
CUST_1590,0
CUST_1591,0
CUST_1592,0
CUST_1593,0
CUST_1594,0
CUST_1595,0
CUST_1596,0
CUST_1597,0
CUST_1598,0
CUST_1599,0
CUST_1600,0
CUST_1601,0
CUST_1602,0
CUST_1603,0
CUST_1604,0
CUST_1605,0
CUST_1606,0
CUST_1607,0
CUST_1608,0
CUST_1609,0
CUST_1610,0
CUST_1611,0
CUST_1612,0
CUST_1613,1
CUST_1614,0
CUST_1615,0
CUST_1616,0
CUST_1617,0
CUST_1618,0
CUST_1619,0
CUST_1620,0
CUST_1621,0
CUST_1622,0
CUST_1623,0
CUST_1624,0
CUST_1625,0
CUST_1626,0
CUST_1627,0
CUST_1628,0
CUST_1629,0
CUST_1630,0
CUST_1631,0
CUST_1632,0
CUST_1633,0
CUST_1634,0
CUST_1635,0
CUST_1636,0
CUST_1637,0
CUST_1638,1
CUST_1639,0
CUST_1640,1
CUST_1641,0
CUST_1642,1
CUST_1643,0
CUST_1644,0
CUST_1645,1
CUST_1646,0
CUST_1647,0
CUST_1648,0
CUST_1649,0
CUST_1650,0
CUST_1651,1
CUST_1652,0
CUST_1653,0
CUST_1654,0
CUST_1655,0
CUST_1656,0
CUST_1657,0
CUST_1658,0
CUST_1659,0
CUST_1660,0
CUST_1661,0
CUST_1662,0
CUST_1663,0
